dim_col,dim_row,round,drone_speed,sec_Buf,sec_Dur,lam_Buf,lam_Dur,random,col,row,time,event_id,mssd_evnts
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,6,7,0,0,8,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,7,7,0,0,7,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,8,7,0,0,8,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,9,7,0,0,7,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,0,8,1531280589.71,5,10
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,1,8,1531280428.11,2,7
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,2,8,0,0,8,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,3,8,0,0,11,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,4,8,0,0,10,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,5,8,0,0,4,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,6,8,0,0,7,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,7,8,0,0,8,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,8,8,0,0,10,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,9,8,0,0,6,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,0,9,1531280936.44,5,5
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,1,9,1531280904.53,6,6
1,9,1531280929.7,6,6
1,9,1531280944.39,6,6
1,9,1531280961.41,6,6
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,2,9,1531281035.2,6,5
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,3,9,0,0,8,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,4,9,0,0,10,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,5,9,0,0,7,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,6,9,0,0,9,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,7,9,0,0,7,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,8,9,0,0,7,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,9,9,0,0,11,
