dim_col,dim_row,round,drone_speed,sec_Buf,sec_Dur,lam_Buf,lam_Dur,random,col,row,time,event_id,mssd_evnts
10,10,200,10,100.0,100.0,0.01,0.01,0,3,4,1531245163.7,5,7
10,10,200,10,100.0,100.0,0.01,0.01,0,4,4,1531245216.74,3,3
10,10,200,10,100.0,100.0,0.01,0.01,0,5,4,1531244735.67,1,7
10,10,200,10,100.0,100.0,0.01,0.01,0,6,4,0,0,4,
10,10,200,10,100.0,100.0,0.01,0.01,0,7,4,1531245354.74,3,4
10,10,200,10,100.0,100.0,0.01,0.01,0,8,4,1531244749.16,2,4
8,4,1531245405.66,5,4
10,10,200,10,100.0,100.0,0.01,0.01,0,9,4,1531245450.06,9,7
9,4,1531244754.4,4,7
10,10,200,10,100.0,100.0,0.01,0.01,0,0,5,1531245017.14,3,3
10,10,200,10,100.0,100.0,0.01,0.01,0,1,5,1531244798.41,1,1
1,5,1531245071.19,2,1
10,10,200,10,100.0,100.0,0.01,0.01,0,2,5,1531245115.37,3,2
10,10,200,10,100.0,100.0,0.01,0.01,0,3,5,0,0,5,
10,10,200,10,100.0,100.0,0.01,0.01,0,4,5,0,0,7,
10,10,200,10,100.0,100.0,0.01,0.01,0,5,5,1531245265.05,3,4
10,10,200,10,100.0,100.0,0.01,0.01,0,6,5,1531245307.93,4,4
10,10,200,10,100.0,100.0,0.01,0.01,0,7,5,1531245359.07,4,3
10,10,200,10,100.0,100.0,0.01,0.01,0,8,5,0,0,5,
10,10,200,10,100.0,100.0,0.01,0.01,0,9,5,1531245454.7,6,5
10,10,200,10,100.0,100.0,0.01,0.01,0,0,6,1531244809.69,2,5
10,10,200,10,100.0,100.0,0.01,0.01,0,1,6,1531244815.42,1,4
10,10,200,10,100.0,100.0,0.01,0.01,0,2,6,1531245110.84,2,3
10,10,200,10,100.0,100.0,0.01,0.01,0,3,6,1531244824.08,3,4
3,6,1531245172.75,4,4
10,10,200,10,100.0,100.0,0.01,0.01,0,4,6,0,0,6,
10,10,200,10,100.0,100.0,0.01,0.01,0,5,6,1531244833.24,1,4
5,6,1531245269.59,5,4
10,10,200,10,100.0,100.0,0.01,0.01,0,6,6,0,0,3,
10,10,200,10,100.0,100.0,0.01,0.01,0,7,6,1531244842.09,1,3
10,10,200,10,100.0,100.0,0.01,0.01,0,8,6,0,0,7,
10,10,200,10,100.0,100.0,0.01,0.01,0,9,6,1531244851.74,2,4
10,10,200,10,100.0,100.0,0.01,0.01,0,0,7,1531245008.49,3,6
10,10,200,10,100.0,100.0,0.01,0.01,0,1,7,1531244895.63,3,5
10,10,200,10,100.0,100.0,0.01,0.01,0,2,7,0,0,6,
10,10,200,10,100.0,100.0,0.01,0.01,0,3,7,1531244886.06,2,4
10,10,200,10,100.0,100.0,0.01,0.01,0,4,7,1531244881.53,2,6
4,7,1531245202.95,6,6
10,10,200,10,100.0,100.0,0.01,0.01,0,5,7,1531245274.12,4,5
10,10,200,10,100.0,100.0,0.01,0.01,0,6,7,0,0,3,
10,10,200,10,100.0,100.0,0.01,0.01,0,7,7,1531245367.72,4,4
10,10,200,10,100.0,100.0,0.01,0.01,0,8,7,1531244863.02,2,3
8,7,1531245392.68,3,3
10,10,200,10,100.0,100.0,0.01,0.01,0,9,7,1531244857.68,3,6
10,10,200,10,100.0,100.0,0.01,0.01,0,0,8,1531245003.96,3,5
10,10,200,10,100.0,100.0,0.01,0.01,0,1,8,1531245085.57,1,2
10,10,200,10,100.0,100.0,0.01,0.01,0,2,8,1531244917.06,3,5
10,10,200,10,100.0,100.0,0.01,0.01,0,3,8,1531245181.82,4,5
10,10,200,10,100.0,100.0,0.01,0.01,0,4,8,1531244925.92,4,9
10,10,200,10,100.0,100.0,0.01,0.01,0,5,8,1531245278.65,3,3
10,10,200,10,100.0,100.0,0.01,0.01,0,6,8,1531244934.58,2,3
10,10,200,10,100.0,100.0,0.01,0.01,0,7,8,1531244939.11,2,3
7,8,1531245372.05,4,3
10,10,200,10,100.0,100.0,0.01,0.01,0,8,8,1531244943.64,2,2
8,8,1531245388.15,3,2
10,10,200,10,100.0,100.0,0.01,0.01,0,9,8,1531244948.69,3,4
10,10,200,10,100.0,100.0,0.01,0.01,0,0,9,0,0,4,
10,10,200,10,100.0,100.0,0.01,0.01,0,1,9,0,0,4,
10,10,200,10,100.0,100.0,0.01,0.01,0,2,9,0,0,4,
10,10,200,10,100.0,100.0,0.01,0.01,0,3,9,1531245186.44,3,3
10,10,200,10,100.0,100.0,0.01,0.01,0,4,9,1531245192.69,3,3
10,10,200,10,100.0,100.0,0.01,0.01,0,5,9,1531245283.18,8,9
10,10,200,10,100.0,100.0,0.01,0.01,0,6,9,0,0,6,
10,10,200,10,100.0,100.0,0.01,0.01,0,7,9,1531244964.59,1,1
10,10,200,10,100.0,100.0,0.01,0.01,0,8,9,1531244959.96,1,1
8,9,1531245382.62,2,1
10,10,200,10,100.0,100.0,0.01,0.01,0,9,9,1531244954.73,3,4
