dim_col,dim_row,round,drone_speed,sec_Buf,sec_Dur,lam_Buf,lam_Dur,random,col,row,time,event_id,mssd_evnts
10,10,200,10,100.0,166.666666667,0.01,0.006,0,0,3,0,0,2,
10,10,200,10,100.0,166.666666667,0.01,0.006,0,1,3,1531250969.44,3,5
10,10,200,10,100.0,166.666666667,0.01,0.006,0,2,3,1531250964.41,1,2
2,3,1531251402.5,3,2
10,10,200,10,100.0,166.666666667,0.01,0.006,0,3,3,1531251436.31,3,3
10,10,200,10,100.0,166.666666667,0.01,0.006,0,4,3,1531250955.35,1,0
4,3,1531251495.64,2,0
10,10,200,10,100.0,166.666666667,0.01,0.006,0,5,3,1531250950.52,1,2
10,10,200,10,100.0,166.666666667,0.01,0.006,0,6,3,1531250945.99,1,1
6,3,1531251588.1,3,1
10,10,200,10,100.0,166.666666667,0.01,0.006,0,7,3,1531250941.45,1,1
7,3,1531251622.41,3,1
10,10,200,10,100.0,166.666666667,0.01,0.006,0,8,3,1531250936.82,1,2
8,3,1531251682.51,3,2
10,10,200,10,100.0,166.666666667,0.01,0.006,0,9,3,1531251718.74,5,4
10,10,200,10,100.0,166.666666667,0.01,0.006,0,0,4,1531250980.82,1,4
10,10,200,10,100.0,166.666666667,0.01,0.006,0,1,4,1531250986.56,3,5
1,4,1531251346.32,5,5
10,10,200,10,100.0,166.666666667,0.01,0.006,0,2,4,1531250990.89,1,2
2,4,1531251398.17,2,2
10,10,200,10,100.0,166.666666667,0.01,0.006,0,3,4,1531250995.42,2,3
3,4,1531251440.64,5,3
10,10,200,10,100.0,166.666666667,0.01,0.006,0,4,4,1531251491.51,4,5
10,10,200,10,100.0,166.666666667,0.01,0.006,0,5,4,1531251533.11,3,3
10,10,200,10,100.0,166.666666667,0.01,0.006,0,6,4,1531251009.1,1,1
10,10,200,10,100.0,166.666666667,0.01,0.006,0,7,4,1531251013.73,2,2
7,4,1531251626.84,3,2
10,10,200,10,100.0,166.666666667,0.01,0.006,0,8,4,1531251018.26,1,2
8,4,1531251677.88,3,2
10,10,200,10,100.0,166.666666667,0.01,0.006,0,9,4,1531251023.5,1,3
9,4,1531251723.57,5,3
10,10,200,10,100.0,166.666666667,0.01,0.006,0,0,5,1531251073.73,2,3
0,5,1531251296.61,2,3
10,10,200,10,100.0,166.666666667,0.01,0.006,0,1,5,1531251350.85,2,2
10,10,200,10,100.0,166.666666667,0.01,0.006,0,2,5,1531251063.47,1,3
2,5,1531251393.84,3,3
10,10,200,10,100.0,166.666666667,0.01,0.006,0,3,5,1531251444.99,3,2
10,10,200,10,100.0,166.666666667,0.01,0.006,0,4,5,1531251487.28,4,5
10,10,200,10,100.0,166.666666667,0.01,0.006,0,5,5,0,0,3,
10,10,200,10,100.0,166.666666667,0.01,0.006,0,6,5,1531251044.75,3,5
10,10,200,10,100.0,166.666666667,0.01,0.006,0,7,5,1531251039.91,3,6
10,10,200,10,100.0,166.666666667,0.01,0.006,0,8,5,1531251035.08,1,5
10,10,200,10,100.0,166.666666667,0.01,0.006,0,9,5,1531251728.3,3,3
10,10,200,10,100.0,166.666666667,0.01,0.006,0,0,6,1531251079.97,2,5
10,10,200,10,100.0,166.666666667,0.01,0.006,0,1,6,1531251355.39,6,7
10,10,200,10,100.0,166.666666667,0.01,0.006,0,2,6,0,0,7,
10,10,200,10,100.0,166.666666667,0.01,0.006,0,3,6,1531251094.66,3,4
10,10,200,10,100.0,166.666666667,0.01,0.006,0,4,6,1531251099.49,2,5
4,6,1531251482.95,5,5
10,10,200,10,100.0,166.666666667,0.01,0.006,0,5,6,1531251104.02,1,4
5,6,1531251541.76,3,4
10,10,200,10,100.0,166.666666667,0.01,0.006,0,6,6,1531251108.55,2,2
6,6,1531251575.21,4,2
10,10,200,10,100.0,166.666666667,0.01,0.006,0,7,6,1531251113.38,3,3
10,10,200,10,100.0,166.666666667,0.01,0.006,0,8,6,1531251118.21,2,4
10,10,200,10,100.0,166.666666667,0.01,0.006,0,9,6,1531251123.64,1,1
9,6,1531251733.13,3,1
10,10,200,10,100.0,166.666666667,0.01,0.006,0,0,7,1531251174.59,1,1
0,7,1531251287.45,1,1
10,10,200,10,100.0,166.666666667,0.01,0.006,0,1,7,1531251169.34,3,2
1,7,1531251360.02,4,2
10,10,200,10,100.0,166.666666667,0.01,0.006,0,2,7,0,0,5,
10,10,200,10,100.0,166.666666667,0.01,0.006,0,3,7,1531251453.65,5,6
10,10,200,10,100.0,166.666666667,0.01,0.006,0,4,7,1531251478.62,3,4
10,10,200,10,100.0,166.666666667,0.01,0.006,0,5,7,1531251149.61,3,4
10,10,200,10,100.0,166.666666667,0.01,0.006,0,6,7,1531251144.78,2,1
6,7,1531251570.88,2,1
10,10,200,10,100.0,166.666666667,0.01,0.006,0,7,7,1531251140.05,2,5
7,7,1531251639.74,7,5
10,10,200,10,100.0,166.666666667,0.01,0.006,0,8,7,1531251135.22,2,3
10,10,200,10,100.0,166.666666667,0.01,0.006,0,9,7,1531251737.95,4,3
10,10,200,10,100.0,166.666666667,0.01,0.006,0,0,8,1531251180.83,2,2
0,8,1531251282.62,3,2
10,10,200,10,100.0,166.666666667,0.01,0.006,0,1,8,1531251364.74,1,0
10,10,200,10,100.0,166.666666667,0.01,0.006,0,2,8,1531251191.2,2,5
10,10,200,10,100.0,166.666666667,0.01,0.006,0,3,8,1531251196.03,4,4
3,8,1531251457.99,6,4
10,10,200,10,100.0,166.666666667,0.01,0.006,0,4,8,1531251474.09,4,5
10,10,200,10,100.0,166.666666667,0.01,0.006,0,5,8,1531251205.81,2,3
5,8,1531251550.42,4,3
10,10,200,10,100.0,166.666666667,0.01,0.006,0,6,8,1531251210.34,2,3
6,8,1531251566.24,3,3
10,10,200,10,100.0,166.666666667,0.01,0.006,0,7,8,1531251215.17,2,1
7,8,1531251644.06,3,1
10,10,200,10,100.0,166.666666667,0.01,0.006,0,8,8,1531251220.2,3,2
8,8,1531251660.17,4,2
10,10,200,10,100.0,166.666666667,0.01,0.006,0,9,8,1531251742.7,4,3
10,10,200,10,100.0,166.666666667,0.01,0.006,0,0,9,0,0,7,
10,10,200,10,100.0,166.666666667,0.01,0.006,0,1,9,1531251369.38,3,4
10,10,200,10,100.0,166.666666667,0.01,0.006,0,2,9,1531251266.31,4,6
2,9,1531251374.93,5,6
10,10,200,10,100.0,166.666666667,0.01,0.006,0,3,9,1531251261.78,3,4
3,9,1531251462.31,4,4
10,10,200,10,100.0,166.666666667,0.01,0.006,0,4,9,1531251257.15,3,6
4,9,1531251468.55,4,6
10,10,200,10,100.0,166.666666667,0.01,0.006,0,5,9,1531251252.12,2,3
5,9,1531251554.75,3,3
10,10,200,10,100.0,166.666666667,0.01,0.006,0,6,9,1531251247.3,4,4
6,9,1531251560.8,6,4
10,10,200,10,100.0,166.666666667,0.01,0.006,0,7,9,1531251242.56,2,4
10,10,200,10,100.0,166.666666667,0.01,0.006,0,8,9,1531251237.72,1,1
8,9,1531251753.08,3,1
10,10,200,10,100.0,166.666666667,0.01,0.006,0,9,9,1531251232.19,2,1
9,9,1531251747.53,3,1
